id_krs,kdmk,aksi,id_jadwal,lastUpdate,nim_dinus
4001473,B11.7205,3,276569,2024-03-08 16:48:02.000,f0a67b41ce19753443cd5016ca1da6c1
4001459,B11.7205,3,276566,2024-03-08 16:47:23.000,a4354d9025266a489672b0c10ca78c0f
4001473,B11.7205,3,276566,2024-03-08 16:47:23.000,f0a67b41ce19753443cd5016ca1da6c1
4001458,B11.7204,3,276551,2024-03-08 16:46:52.000,a4354d9025266a489672b0c10ca78c0f
4001472,B11.7204,3,276551,2024-03-08 16:46:52.000,f0a67b41ce19753443cd5016ca1da6c1
4001457,B11.7203,3,276536,2024-03-08 16:45:49.000,a4354d9025266a489672b0c10ca78c0f
4001471,B11.7203,3,276536,2024-03-08 16:45:49.000,f0a67b41ce19753443cd5016ca1da6c1
4001455,B11.7202,3,276521,2024-03-08 16:45:23.000,a4354d9025266a489672b0c10ca78c0f
4001469,B11.7202,3,276521,2024-03-08 16:45:23.000,f0a67b41ce19753443cd5016ca1da6c1
3985098,U201701,3,275730,2024-03-08 16:35:39.000,44a003c7491647a3be30422a84616aa2
3985125,U201701,3,275730,2024-03-08 16:35:39.000,7d3630f265d20515df5d399d91c7fafb
4001454,B11.7201,3,276506,2024-03-08 16:33:23.000,a4354d9025266a489672b0c10ca78c0f
4001467,B11.7201,3,276506,2024-03-08 16:33:23.000,f0a67b41ce19753443cd5016ca1da6c1
3928803,N2017051,3,276982,2024-03-08 16:31:15.000,6653764e3ab1d12f3c0e97793d606055
3998028,N2017051,3,276982,2024-03-08 16:31:15.000,a58e5013c7b92c30a3970e7ec3f1aff3
3914588,N2017051,3,276982,2024-03-08 16:31:14.000,5dd2d57ab491707bb25ee88cb1662517
3914659,N2017051,3,276982,2024-03-08 16:31:14.000,14d8f7b374b6e5b57b591d43c5937b05
3924276,N2017051,3,276982,2024-03-08 16:31:14.000,319272229e8eec34e103881280750f4d
4002248,B12.6403,1,276893,2024-03-08 16:17:16.000,d4c2d05825c7bbbf4829e523236771d2
4002245,B11.7404,2,283534,2024-03-08 16:15:56.000,d4c2d05825c7bbbf4829e523236771d2
4002247,B11.7507,1,276736,2024-03-08 16:15:40.000,d4c2d05825c7bbbf4829e523236771d2
4002246,B12.6403,1,276893,2024-03-08 16:15:31.000,896f00382571a2b2ed2821abbe4080be
3999610,D11.6653,2,283057,2024-03-08 16:11:38.000,d221b6187a807962e792487899dccbc3
4002245,B11.7404,1,283534,2024-03-08 16:10:57.000,d4c2d05825c7bbbf4829e523236771d2
4002244,A11.64404,1,275434,2024-03-08 16:09:48.000,35d5437668f955c274fa772dae7aa885
3998953,A11.64404,2,275434,2024-03-08 16:08:48.000,35d5437668f955c274fa772dae7aa885
4002237,B11.7404,2,283534,2024-03-08 16:05:44.000,d4c2d05825c7bbbf4829e523236771d2
4002243,A22.63421,2,276491,2024-03-08 16:02:36.000,cae273f04b5b6c4370bd683ecceb889e
4002241,A22.53602,2,276467,2024-03-08 16:02:33.000,cae273f04b5b6c4370bd683ecceb889e
4002243,A22.63421,1,276491,2024-03-08 16:02:21.000,cae273f04b5b6c4370bd683ecceb889e
4002242,A15.21403,2,276281,2024-03-08 16:01:45.000,eb5504c03261bb69f0927434e427e8e2
4002242,A15.21403,1,276281,2024-03-08 16:01:34.000,eb5504c03261bb69f0927434e427e8e2
4002241,A22.53602,1,276467,2024-03-08 16:01:23.000,cae273f04b5b6c4370bd683ecceb889e
4002240,A22.53513,2,276461,2024-03-08 16:01:03.000,cae273f04b5b6c4370bd683ecceb889e
4002240,A22.53513,1,276461,2024-03-08 15:58:00.000,cae273f04b5b6c4370bd683ecceb889e
4002238,B11.7602,1,283549,2024-03-08 15:55:10.000,47f430d6841d7a5d0cdc57270ea30587
4002239,F12.11701,1,277180,2024-03-08 15:55:10.000,1cde62f2fdbdec8c84ef2d31dfb6e109
4002237,B11.7404,1,283534,2024-03-08 15:52:58.000,d4c2d05825c7bbbf4829e523236771d2
4002236,U201701,1,275716,2024-03-08 15:52:52.000,ddd2d41116fbad9cb90c3bc7f74a4087
4002235,B11.7501,1,276720,2024-03-08 15:52:09.000,65531e6cbe1bd1219d3734a9fb1a00a1
4002234,U201701,1,275716,2024-03-08 15:52:08.000,f89f241b1d1eceee9ea8dfda154f2b59
4002232,B11.7501,1,276720,2024-03-08 15:50:15.000,97e8679707135f0073187087fbd1a214
4002233,F12.11402,1,277139,2024-03-08 15:50:10.000,ed0da8dbfe059574971d975fb022cd44
3943535,A11.64609,3,275582,2024-03-08 15:50:06.000,e5904e9147db34be5c0e5f2402598d6e
3943382,A11.64609,3,275582,2024-03-08 15:50:05.000,a7bfb2d4f449ecded35e195f136bf6d6
4000958,N201701,2,275896,2024-03-08 15:49:52.000,ed0da8dbfe059574971d975fb022cd44
4002231,F12.11402,1,277139,2024-03-08 15:48:21.000,44984b2783cf35f77492140b0391875b
4000962,N201701,2,275896,2024-03-08 15:48:05.000,44984b2783cf35f77492140b0391875b
3933947,A11.64401,3,275359,2024-03-08 15:46:32.000,863662effe9fc4047c00898b1a4c1b18
3989724,A11.64401,3,275375,2024-03-08 15:45:56.000,51b278060c8fcf46403c1473593426d4
3989723,A11.64201,3,275245,2024-03-08 15:45:06.000,51b278060c8fcf46403c1473593426d4
3989726,A11.64402,3,275385,2024-03-08 15:43:31.000,51b278060c8fcf46403c1473593426d4
3999301,D11.6703,2,283275,2024-03-08 15:42:50.000,e56135f00d5d42d65929c9fa31bac086
3989723,A11.64201,3,275242,2024-03-08 15:41:46.000,51b278060c8fcf46403c1473593426d4
4002230,B11.7501,1,276720,2024-03-08 15:41:44.000,2c749326690c952bcabb6af6ee1004b2
3989721,A11.64403,3,275417,2024-03-08 15:41:21.000,51b278060c8fcf46403c1473593426d4
4002229,B11.7501,1,276720,2024-03-08 15:41:10.000,7b15832b8ff03d1b50002df79822ddd5
4002228,B11.7501,1,276720,2024-03-08 15:41:00.000,71d25aabc64431e74c0e32cd79bf59f8
3933484,A11.64401,3,275375,2024-03-08 15:40:31.000,d73c764be7f7dae3d977c16502a412dc
3933947,A11.64401,3,275375,2024-03-08 15:40:31.000,863662effe9fc4047c00898b1a4c1b18
4002227,A11.64404,1,275444,2024-03-08 15:39:58.000,1890ae4cba8cac2a10358d4ad98a590b
3941572,A11.64404,2,275440,2024-03-08 15:39:44.000,1890ae4cba8cac2a10358d4ad98a590b
4002226,D11.6608,1,283015,2024-03-08 15:39:43.000,d221b6187a807962e792487899dccbc3
4002225,B11.7501,1,276720,2024-03-08 15:39:30.000,f151516280326d3a977f228a873f71de
4002224,A11.64407,1,275502,2024-03-08 15:38:49.000,1890ae4cba8cac2a10358d4ad98a590b
3940053,A11.64407,2,275507,2024-03-08 15:38:36.000,1890ae4cba8cac2a10358d4ad98a590b
4002223,B11.7702,1,276798,2024-03-08 15:37:42.000,4f97c444bc02615c01c17a1a2c6a2f21
4002207,A22.63421,2,276491,2024-03-08 15:35:47.000,cae273f04b5b6c4370bd683ecceb889e
4002216,A22.53513,2,276461,2024-03-08 15:35:44.000,cae273f04b5b6c4370bd683ecceb889e
4002222,A15.21406,1,276304,2024-03-08 15:35:14.000,eb5504c03261bb69f0927434e427e8e2
4002221,B11.7207,1,276601,2024-03-08 15:34:29.000,2e870b0f91a7e57f837e3d95af2fecd6
4002220,B11.7205,1,276576,2024-03-08 15:33:34.000,2e870b0f91a7e57f837e3d95af2fecd6
4002219,D11.6627,1,283036,2024-03-08 15:33:30.000,e56135f00d5d42d65929c9fa31bac086
4002218,B11.7801,1,276841,2024-03-08 15:32:39.000,a56247902b27d6ddb408097f7133c90f
4002217,B11.7407,1,276707,2024-03-08 15:32:20.000,2e870b0f91a7e57f837e3d95af2fecd6
3890505,B11.7207,3,276601,2024-03-08 15:31:48.000,1249bf93e59b2aacf89635ff2fd92da4
4002216,A22.53513,1,276461,2024-03-08 15:31:26.000,cae273f04b5b6c4370bd683ecceb889e
3890507,B11.7206,3,276586,2024-03-08 15:31:15.000,1249bf93e59b2aacf89635ff2fd92da4
4002215,B11.7404,1,276668,2024-03-08 15:31:12.000,2e870b0f91a7e57f837e3d95af2fecd6
4002205,A22.53513,2,276461,2024-03-08 15:31:02.000,cae273f04b5b6c4370bd683ecceb889e
3890501,B11.7205,3,276571,2024-03-08 15:30:43.000,1249bf93e59b2aacf89635ff2fd92da4
4002214,B11.7402,1,276638,2024-03-08 15:30:28.000,2e870b0f91a7e57f837e3d95af2fecd6
3890508,B11.7204,3,276556,2024-03-08 15:30:25.000,1249bf93e59b2aacf89635ff2fd92da4
4002213,N2017051,1,276995,2024-03-08 15:30:22.000,1be3164dc55d2d78fe0afc1a98bc0fdc
4002212,D11.6608,1,283015,2024-03-08 15:30:09.000,e56135f00d5d42d65929c9fa31bac086
4002211,B11.7401,1,276611,2024-03-08 15:29:59.000,2e870b0f91a7e57f837e3d95af2fecd6
3890506,B11.7203,3,276541,2024-03-08 15:29:57.000,1249bf93e59b2aacf89635ff2fd92da4
4002210,N2017051,1,276995,2024-03-08 15:29:47.000,675bac6cbc689d2f1b712d869f990dd8
3890503,B11.7202,3,276526,2024-03-08 15:29:37.000,1249bf93e59b2aacf89635ff2fd92da4
3890502,U201702,3,277009,2024-03-08 15:29:15.000,1249bf93e59b2aacf89635ff2fd92da4
3890504,B11.7201,3,276511,2024-03-08 15:28:54.000,1249bf93e59b2aacf89635ff2fd92da4
4002209,N2017051,1,276995,2024-03-08 15:28:51.000,246b26c1ae16f0acef1573859155d402
4002208,C11.60801,1,283332,2024-03-08 15:24:15.000,ac9adca470032aee30fab8fe5b8adf15
4002207,A22.63421,1,276491,2024-03-08 15:24:11.000,cae273f04b5b6c4370bd683ecceb889e
4002206,B11.7407,1,283538,2024-03-08 15:23:47.000,47f430d6841d7a5d0cdc57270ea30587
4002205,A22.53513,1,276461,2024-03-08 15:23:20.000,cae273f04b5b6c4370bd683ecceb889e
4002204,N2017051,1,283239,2024-03-08 15:23:14.000,4f97c444bc02615c01c17a1a2c6a2f21
4002203,B11.7403,1,283537,2024-03-08 15:22:22.000,47f430d6841d7a5d0cdc57270ea30587
4002202,B11.7404,1,283534,2024-03-08 15:19:58.000,47f430d6841d7a5d0cdc57270ea30587
4002201,B11.7402,1,283532,2024-03-08 15:17:13.000,47f430d6841d7a5d0cdc57270ea30587
4002200,N201706,1,281192,2024-03-08 15:15:49.000,4f97c444bc02615c01c17a1a2c6a2f21
4002198,B11.7503,1,283544,2024-03-08 15:13:39.000,4f97c444bc02615c01c17a1a2c6a2f21
4002197,A11.64803,1,275655,2024-03-08 15:12:17.000,c544569f721079babbfcc2fdfdd62d05
4002196,A11.64701,1,275589,2024-03-08 15:12:04.000,c544569f721079babbfcc2fdfdd62d05
4002195,A11.64402,1,275387,2024-03-08 15:11:39.000,2c3d2dc59c5cf851f1cd5091b4e9eca4
4002194,A11.64704,1,275615,2024-03-08 15:11:37.000,c544569f721079babbfcc2fdfdd62d05
4002193,A11.64803,1,275655,2024-03-08 15:11:24.000,2c3d2dc59c5cf851f1cd5091b4e9eca4
4002192,A11.64704,1,275615,2024-03-08 15:11:09.000,2c3d2dc59c5cf851f1cd5091b4e9eca4
3944343,A11.64707,2,275623,2024-03-08 15:10:34.000,2c3d2dc59c5cf851f1cd5091b4e9eca4
3944252,A11.64712,2,275647,2024-03-08 15:10:26.000,2c3d2dc59c5cf851f1cd5091b4e9eca4
3940719,A11.64706,2,275618,2024-03-08 15:10:16.000,2c3d2dc59c5cf851f1cd5091b4e9eca4
4002191,B11.7710,1,283550,2024-03-08 15:08:29.000,4f97c444bc02615c01c17a1a2c6a2f21
4002190,B11.7703,1,283546,2024-03-08 15:06:47.000,4f97c444bc02615c01c17a1a2c6a2f21
4002189,B11.7603,1,283545,2024-03-08 15:05:40.000,4f97c444bc02615c01c17a1a2c6a2f21
3933814,A11.64204,3,275317,2024-03-08 15:05:27.000,c4fbd860b2e87541319ae45c8912ab68
4002188,B11.7602,1,283549,2024-03-08 15:04:29.000,4f97c444bc02615c01c17a1a2c6a2f21
4002187,B11.7601,1,283542,2024-03-08 15:03:36.000,4f97c444bc02615c01c17a1a2c6a2f21
4002186,C11.26401,1,277247,2024-03-08 14:58:33.000,c862cc2f4709a087e49eceb4164825a7
4002185,EF201806,1,280775,2024-03-08 14:58:11.000,25612be61e0543e45ff4459992e8e095
4002184,E126404,1,280811,2024-03-08 14:57:28.000,ba15bca37771e5496339dd3712a643c1
4002183,E1142003,1,280633,2024-03-08 14:57:22.000,25612be61e0543e45ff4459992e8e095
4002182,E1144904,1,280703,2024-03-08 14:57:01.000,25612be61e0543e45ff4459992e8e095
3999242,E126404,2,280811,2024-03-08 14:56:18.000,ba15bca37771e5496339dd3712a643c1
4002181,E1144003,1,280818,2024-03-08 14:56:18.000,25612be61e0543e45ff4459992e8e095
4002180,C11.26401,1,277247,2024-03-08 14:56:02.000,67595665da3ce77381bff3bb4c7c0c0e
4002179,E1142005,1,280791,2024-03-08 14:55:35.000,25612be61e0543e45ff4459992e8e095
4002178,E1142007,1,280661,2024-03-08 14:55:10.000,25612be61e0543e45ff4459992e8e095
4002175,C11.03207,2,277218,2024-03-08 14:53:42.000,4ca967632ed8655629b70f0c9d3e5128
4002177,C11.26401,1,277247,2024-03-08 14:52:29.000,75fc2693f085e7fb19174075b8956c73
4002176,A15.19802,1,276204,2024-03-08 14:52:17.000,385ffc66c899e531c288848fe99cf5cf
4002175,C11.03207,1,277218,2024-03-08 14:51:55.000,4ca967632ed8655629b70f0c9d3e5128
4002174,C11.26401,1,277247,2024-03-08 14:49:38.000,6301d6520abd3738f3f86d4ae7dacad1
4002173,B11.7407,1,283538,2024-03-08 14:41:47.000,65531e6cbe1bd1219d3734a9fb1a00a1
4002172,B11.7201,1,276512,2024-03-08 14:41:46.000,d099cc0e24573729f47c1e39259d819b
4002171,B11.7406,1,283533,2024-03-08 14:41:02.000,65531e6cbe1bd1219d3734a9fb1a00a1
3944330,A11.64609,3,275582,2024-03-08 14:40:59.000,2c3d2dc59c5cf851f1cd5091b4e9eca4
4002156,B11.7201,2,276512,2024-03-08 14:40:51.000,d099cc0e24573729f47c1e39259d819b
4002170,B11.7405,1,283530,2024-03-08 14:40:24.000,65531e6cbe1bd1219d3734a9fb1a00a1
4002169,AF201702,1,276414,2024-03-08 14:40:11.000,8245fe08c841ed070370ebe44d505564
4002168,B11.7404,1,283534,2024-03-08 14:39:52.000,65531e6cbe1bd1219d3734a9fb1a00a1
4002167,B11.7403,1,283537,2024-03-08 14:39:07.000,65531e6cbe1bd1219d3734a9fb1a00a1
4002166,B11.7402,1,283532,2024-03-08 14:38:36.000,65531e6cbe1bd1219d3734a9fb1a00a1
4002165,B11.7204,1,276557,2024-03-08 14:38:14.000,d099cc0e24573729f47c1e39259d819b
4002164,B11.7401,1,283531,2024-03-08 14:37:52.000,65531e6cbe1bd1219d3734a9fb1a00a1
4002163,B11.7206,1,276587,2024-03-08 14:37:33.000,d099cc0e24573729f47c1e39259d819b
4002162,B11.7407,1,283538,2024-03-08 14:37:21.000,97e8679707135f0073187087fbd1a214
4002161,B11.7203,1,276542,2024-03-08 14:37:03.000,d099cc0e24573729f47c1e39259d819b
4002160,B11.7406,1,283533,2024-03-08 14:36:37.000,97e8679707135f0073187087fbd1a214
4002159,B11.7207,1,276602,2024-03-08 14:36:28.000,d099cc0e24573729f47c1e39259d819b
4002158,A15.19802,2,276204,2024-03-08 14:36:27.000,923a60b445f07e3556cf8bd9ed77867b
4002158,A15.19802,1,276204,2024-03-08 14:35:54.000,923a60b445f07e3556cf8bd9ed77867b
4002157,A16.4103,1,276401,2024-03-08 14:35:53.000,8245fe08c841ed070370ebe44d505564
4002156,B11.7201,1,276512,2024-03-08 14:35:50.000,d099cc0e24573729f47c1e39259d819b
4002155,B11.7202,1,276527,2024-03-08 14:34:46.000,d099cc0e24573729f47c1e39259d819b
4002154,U201702,1,277010,2024-03-08 14:34:13.000,d099cc0e24573729f47c1e39259d819b
4002153,B11.7205,1,276572,2024-03-08 14:33:27.000,d099cc0e24573729f47c1e39259d819b
4002152,N201701,1,275897,2024-03-08 14:31:42.000,0a2841c4dbc3f0d95c0fa101f2349eed
4002151,N201707,1,281197,2024-03-08 14:27:05.000,0a2841c4dbc3f0d95c0fa101f2349eed
4002150,N2017051,1,283305,2024-03-08 14:25:26.000,0a2841c4dbc3f0d95c0fa101f2349eed
3967892,A15.21607,2,276328,2024-03-08 14:24:53.000,0a2841c4dbc3f0d95c0fa101f2349eed
3968776,A15.21606,2,276319,2024-03-08 14:24:42.000,0a2841c4dbc3f0d95c0fa101f2349eed
4002149,B11.7506,1,276735,2024-03-08 14:22:59.000,e0368e53da025dcf0a6ba8ce8e3330c9
4002146,B11.7204,2,276548,2024-03-08 14:22:15.000,e0368e53da025dcf0a6ba8ce8e3330c9
4002148,B11.7405,1,283530,2024-03-08 14:21:03.000,97e8679707135f0073187087fbd1a214
4002147,B11.7404,1,283534,2024-03-08 14:20:32.000,97e8679707135f0073187087fbd1a214
3942979,N201701,3,275897,2024-03-08 14:20:25.000,1890ae4cba8cac2a10358d4ad98a590b
4002146,B11.7204,1,276548,2024-03-08 14:20:07.000,e0368e53da025dcf0a6ba8ce8e3330c9
4002144,B11.7407,1,283538,2024-03-08 14:20:04.000,7b15832b8ff03d1b50002df79822ddd5
4002145,B11.7403,1,283537,2024-03-08 14:20:03.000,97e8679707135f0073187087fbd1a214
4002143,A15.19802,1,276204,2024-03-08 14:19:59.000,9905f06b476d467de8e7bdf1e8705fbe
4002142,B11.7402,1,283532,2024-03-08 14:19:33.000,97e8679707135f0073187087fbd1a214
4002141,B11.7401,1,283531,2024-03-08 14:19:07.000,97e8679707135f0073187087fbd1a214
4002140,B11.7406,1,283533,2024-03-08 14:18:47.000,7b15832b8ff03d1b50002df79822ddd5
4002139,E126604,1,280723,2024-03-08 14:18:22.000,e0368e53da025dcf0a6ba8ce8e3330c9
4002138,B11.7405,1,283530,2024-03-08 14:17:27.000,7b15832b8ff03d1b50002df79822ddd5
3954317,D11.6508,3,283051,2024-03-08 14:16:54.000,dc8ad655d1d089d7ba036d1f900b99e7
4002137,B11.7404,1,283534,2024-03-08 14:16:45.000,7b15832b8ff03d1b50002df79822ddd5
4002136,B11.7403,1,283537,2024-03-08 14:16:14.000,7b15832b8ff03d1b50002df79822ddd5
4002135,B11.7402,1,283532,2024-03-08 14:15:33.000,7b15832b8ff03d1b50002df79822ddd5
4002134,B11.7710,1,283550,2024-03-08 14:12:54.000,3d2491361c6a90ad505243f2bcf618ca
3941463,A11.64406,3,275501,2024-03-08 14:12:40.000,1890ae4cba8cac2a10358d4ad98a590b
4002133,B11.7407,1,283538,2024-03-08 14:12:15.000,f151516280326d3a977f228a873f71de
4002132,B11.7407,1,283538,2024-03-08 14:12:07.000,2c749326690c952bcabb6af6ee1004b2
4002131,B11.7406,1,283533,2024-03-08 14:11:55.000,f151516280326d3a977f228a873f71de
4002129,B11.7405,1,283530,2024-03-08 14:11:30.000,f151516280326d3a977f228a873f71de
4002130,B11.7406,1,283533,2024-03-08 14:11:30.000,2c749326690c952bcabb6af6ee1004b2
4002128,B11.7405,1,283530,2024-03-08 14:10:56.000,2c749326690c952bcabb6af6ee1004b2
4002127,B11.7404,1,283534,2024-03-08 14:10:53.000,f151516280326d3a977f228a873f71de
4002126,B11.7702,1,276798,2024-03-08 14:10:46.000,3d2491361c6a90ad505243f2bcf618ca
4002125,P412501,1,283330,2024-03-08 14:10:41.000,7c01b31bc2d2022b59f78231e62c62e9
4002124,B11.7403,1,283537,2024-03-08 14:10:36.000,f151516280326d3a977f228a873f71de
4002123,P412401,1,283329,2024-03-08 14:10:30.000,7c01b31bc2d2022b59f78231e62c62e9
4002122,B11.7401,1,283531,2024-03-08 14:10:22.000,7b15832b8ff03d1b50002df79822ddd5
4002121,B11.7402,1,283532,2024-03-08 14:10:19.000,f151516280326d3a977f228a873f71de
4002120,P412301,1,283328,2024-03-08 14:10:18.000,7c01b31bc2d2022b59f78231e62c62e9
4002119,B11.7404,1,283534,2024-03-08 14:09:53.000,2c749326690c952bcabb6af6ee1004b2
4002118,B11.7401,1,283531,2024-03-08 14:09:45.000,f151516280326d3a977f228a873f71de
4002117,B11.7403,1,283537,2024-03-08 14:09:35.000,2c749326690c952bcabb6af6ee1004b2
4002116,N2017051,1,283239,2024-03-08 14:09:11.000,3d2491361c6a90ad505243f2bcf618ca
4002115,B11.7402,1,283532,2024-03-08 14:08:44.000,2c749326690c952bcabb6af6ee1004b2
4002114,B11.7401,1,283531,2024-03-08 14:07:41.000,2c749326690c952bcabb6af6ee1004b2
4002113,N201706,1,281192,2024-03-08 14:07:34.000,3d2491361c6a90ad505243f2bcf618ca
4002112,B11.7703,1,283546,2024-03-08 14:06:20.000,3d2491361c6a90ad505243f2bcf618ca
4002111,B11.7602,1,283549,2024-03-08 14:05:35.000,3d2491361c6a90ad505243f2bcf618ca
4002110,B11.7603,1,283545,2024-03-08 14:04:49.000,3d2491361c6a90ad505243f2bcf618ca
4002109,B11.7601,1,283542,2024-03-08 14:03:41.000,3d2491361c6a90ad505243f2bcf618ca
4002108,B11.7503,1,283544,2024-03-08 14:02:35.000,3d2491361c6a90ad505243f2bcf618ca
4002107,B11.7710,1,283550,2024-03-08 14:02:28.000,4ad64503f62d0ed7094830cb7a1327d9
4002106,B11.7702,1,276798,2024-03-08 14:02:08.000,4ad64503f62d0ed7094830cb7a1327d9
4002105,A15.21404,1,276290,2024-03-08 14:02:02.000,303f1c05a5e5ba92fe23dbc75ec2ba8c
3942462,A11.64202,3,275281,2024-03-08 14:01:51.000,0ebf052e06cd212fa032c708c41e17fc
4002104,B11.7401,1,276620,2024-03-08 14:01:45.000,2ef8821aa9d3efff0d3d457a4e6369cc
4002103,N2017051,1,283239,2024-03-08 14:01:36.000,4ad64503f62d0ed7094830cb7a1327d9
4001699,B11.7401,2,276611,2024-03-08 14:01:27.000,2ef8821aa9d3efff0d3d457a4e6369cc
4002102,N201706,1,281192,2024-03-08 14:00:01.000,4ad64503f62d0ed7094830cb7a1327d9
4002101,B11.7703,1,283546,2024-03-08 13:59:15.000,4ad64503f62d0ed7094830cb7a1327d9
4002100,B11.7602,1,283549,2024-03-08 13:58:56.000,4ad64503f62d0ed7094830cb7a1327d9
4001699,B11.7401,3,276611,2024-03-08 13:58:55.000,2ef8821aa9d3efff0d3d457a4e6369cc
4002099,B11.7603,1,283545,2024-03-08 13:58:29.000,4ad64503f62d0ed7094830cb7a1327d9
4002098,B11.7601,1,283542,2024-03-08 13:58:01.000,4ad64503f62d0ed7094830cb7a1327d9
4002097,B11.7601,2,276759,2024-03-08 13:57:06.000,4ad64503f62d0ed7094830cb7a1327d9
4002097,B11.7601,1,276759,2024-03-08 13:56:35.000,4ad64503f62d0ed7094830cb7a1327d9
4002096,A11.64710,1,275634,2024-03-08 13:55:56.000,e03f87db67e608356d59fb7b6cc90f10
4002095,B11.7503,1,283544,2024-03-08 13:55:37.000,4ad64503f62d0ed7094830cb7a1327d9
4002094,B11.7407,1,283538,2024-03-08 13:54:35.000,71d25aabc64431e74c0e32cd79bf59f8
4002093,B11.7406,1,283533,2024-03-08 13:54:13.000,71d25aabc64431e74c0e32cd79bf59f8
4002092,B11.7405,1,283530,2024-03-08 13:53:39.000,71d25aabc64431e74c0e32cd79bf59f8
4002091,B11.7404,1,283534,2024-03-08 13:52:16.000,71d25aabc64431e74c0e32cd79bf59f8
4002090,B11.7403,1,283537,2024-03-08 13:52:02.000,71d25aabc64431e74c0e32cd79bf59f8
4002089,B11.7402,1,283532,2024-03-08 13:51:48.000,71d25aabc64431e74c0e32cd79bf59f8
4002088,B11.7401,1,283531,2024-03-08 13:51:23.000,71d25aabc64431e74c0e32cd79bf59f8
3941464,A11.64609,3,275582,2024-03-08 13:49:19.000,84468b60497447b15660658c260a2ac0
4002087,B11.7705,1,276824,2024-03-08 13:48:24.000,451b0b29d351ff5e03fa3d58f6e18fb4
4002086,B11.7710,1,283550,2024-03-08 13:47:39.000,451b0b29d351ff5e03fa3d58f6e18fb4
4002085,N201706,1,281192,2024-03-08 13:47:07.000,451b0b29d351ff5e03fa3d58f6e18fb4
4002084,B11.7703,1,283546,2024-03-08 13:45:34.000,451b0b29d351ff5e03fa3d58f6e18fb4
4002083,B11.7501,1,276720,2024-03-08 13:45:01.000,2a3d6409894a68215bd6307964d2579e
4002082,B11.7404,1,283534,2024-03-08 13:43:56.000,2a3d6409894a68215bd6307964d2579e
4002081,B11.7602,1,283549,2024-03-08 13:43:26.000,451b0b29d351ff5e03fa3d58f6e18fb4
4002080,B11.7603,1,283545,2024-03-08 13:42:51.000,451b0b29d351ff5e03fa3d58f6e18fb4
4002078,B11.7406,1,283533,2024-03-08 13:42:25.000,2a3d6409894a68215bd6307964d2579e
4002079,B11.7601,1,283542,2024-03-08 13:42:25.000,451b0b29d351ff5e03fa3d58f6e18fb4
4002077,B11.7405,1,283530,2024-03-08 13:42:06.000,2a3d6409894a68215bd6307964d2579e
4002076,B11.7407,1,283538,2024-03-08 13:41:40.000,2a3d6409894a68215bd6307964d2579e
4002075,B11.7403,1,283537,2024-03-08 13:41:18.000,2a3d6409894a68215bd6307964d2579e
4002074,B11.7402,1,283532,2024-03-08 13:40:55.000,2a3d6409894a68215bd6307964d2579e
4002073,B11.7401,1,283531,2024-03-08 13:40:24.000,2a3d6409894a68215bd6307964d2579e
4002071,A12.66602,1,275787,2024-03-08 13:40:23.000,b7f4bd472b47637ad22771a2babc9c33
4002072,B11.7501,1,276720,2024-03-08 13:40:23.000,30c86630adf4aab2b4fcf6cb989fcc39
4002070,A12.66612,1,275815,2024-03-08 13:40:02.000,b7f4bd472b47637ad22771a2babc9c33
4002069,B11.7401,2,283531,2024-03-08 13:39:53.000,2a3d6409894a68215bd6307964d2579e
4002057,B11.7403,2,276640,2024-03-08 13:39:51.000,2a3d6409894a68215bd6307964d2579e
3972648,A12.66602,2,275786,2024-03-08 13:39:41.000,b7f4bd472b47637ad22771a2babc9c33
4002069,B11.7401,1,283531,2024-03-08 13:39:37.000,2a3d6409894a68215bd6307964d2579e
4002068,B11.7407,1,283538,2024-03-08 13:39:30.000,30c86630adf4aab2b4fcf6cb989fcc39
3971717,A12.66631,2,275831,2024-03-08 13:39:29.000,b7f4bd472b47637ad22771a2babc9c33
4002067,B11.7503,1,283544,2024-03-08 13:39:25.000,451b0b29d351ff5e03fa3d58f6e18fb4
4002066,B11.7406,1,283533,2024-03-08 13:39:13.000,30c86630adf4aab2b4fcf6cb989fcc39
4002065,B11.7405,1,283530,2024-03-08 13:39:05.000,30c86630adf4aab2b4fcf6cb989fcc39
4002064,B11.7501,1,276720,2024-03-08 13:39:03.000,2a01628dc813e4e0c0dcdeb71d936db0
4002063,B11.7404,1,283534,2024-03-08 13:38:52.000,30c86630adf4aab2b4fcf6cb989fcc39
4002062,B11.7501,1,276720,2024-03-08 13:38:41.000,bdd3f37ed40b5ac185e9f4fb8a541946
4002061,B11.7403,1,283537,2024-03-08 13:38:37.000,30c86630adf4aab2b4fcf6cb989fcc39
4002060,B11.7407,1,283538,2024-03-08 13:38:36.000,2a01628dc813e4e0c0dcdeb71d936db0
4000048,A15.21607,2,276328,2024-03-08 13:38:34.000,d14e7067013792b2878df9cf4de775d0
4002059,B11.7406,1,283533,2024-03-08 13:38:16.000,2a01628dc813e4e0c0dcdeb71d936db0
4002058,B11.7402,1,283532,2024-03-08 13:38:11.000,30c86630adf4aab2b4fcf6cb989fcc39
4002057,B11.7403,1,276640,2024-03-08 13:38:03.000,2a3d6409894a68215bd6307964d2579e
4002056,B11.7407,1,283538,2024-03-08 13:38:00.000,bdd3f37ed40b5ac185e9f4fb8a541946
